probe,log2FC,pval,padj,-log10padj,significance
ILMN_29166,-5.643467532466957,0.9239520706145092,0.9581864077763298,0.018549994059802958,Not significant
ILMN_19838,-8.949158152957807,0.9241250028378938,0.9581864077763298,0.018549994059802958,Not significant
ILMN_6768,3.9607740259740467,0.9238717487673153,0.9581864077763298,0.018549994059802958,Not significant
ILMN_5796,-44.702730735931254,0.9244094750503529,0.9582883563349208,0.018503788706823662,Not significant
ILMN_28160,-11.90703636363719,0.9248949229034016,0.9585985631380534,0.018363226316150772,Not significant
ILMN_697,-4.0154196248196286,0.9255396927735441,0.9590135888586163,0.018175238997740203,Not significant
ILMN_4515,6.012654256854603,0.9256679337681555,0.9590135888586163,0.018175238997740203,Not significant
ILMN_861,6.768415584415607,0.926610015176309,0.9594103696958244,0.01799559181410997,Not significant
ILMN_14735,14.289753246754572,0.926411065694386,0.9594103696958244,0.01799559181410997,Not significant
ILMN_22740,-11.40625627705549,0.9265982418223705,0.9594103696958244,0.01799559181410997,Not significant
ILMN_6987,12.021945165944544,0.9273821670066889,0.9598237627162112,0.017808502279429633,Not significant
ILMN_11657,24.541204040404864,0.9273624820867798,0.9598237627162112,0.017808502279429633,Not significant
ILMN_5626,-20.057603751802162,0.9279072471623488,0.960140669843851,0.017665133979761515,Not significant
ILMN_20089,3.9784779220781274,0.9280613778444061,0.960140669843851,0.017665133979761515,Not significant
ILMN_14545,5.953215584416057,0.9286559378198879,0.960176896544845,0.017648748089618704,Not significant
ILMN_455,-5.724015295815889,0.92849649583654,0.960176896544845,0.017648748089618704,Not significant
ILMN_21045,6.33149870129796,0.9286426666969143,0.960176896544845,0.017648748089618704,Not significant
ILMN_15680,5.284613852814118,0.9294056962870743,0.9607591414630238,0.017385474604378337,Not significant
ILMN_9226,33.684092640690324,0.9301882655934036,0.9613750634962541,0.017107146952979463,Not significant
ILMN_1435,-125.58308629148632,0.931694428434985,0.9623681362651987,0.016658764796728582,Not significant
ILMN_30321,26.43051803751814,0.9315925727705818,0.9623681362651987,0.016658764796728582,Not significant
ILMN_21911,-10.234175180375132,0.9317099438900059,0.9623681362651987,0.016658764796728582,Not significant
ILMN_12476,7.009863780663636,0.9337900351708427,0.9643231897812434,0.01577738931765468,Not significant
ILMN_23395,4.14311111111067,0.9349948132795993,0.965373706129839,0.015304534228980874,Not significant
